ejecutable;numElementos;tiempo
./sort;300000;0.0342334
./sort;400000;0.0457793
./sort;500000;0.0557917
./timsort;100000;0.018864
./timsort;200000;0.036378
./timsort;300000;0.0595583
./timsort;400000;0.0816714
./timsort;500000;0.100489
./mergesort;100000;0.0315546
./mergesort;200000;0.0636854
./mergesort;300000;0.097782
./mergesort;400000;0.133063
./mergesort;500000;0.165724
./heapsort;100000;0.0326015
./heapsort;200000;0.0691026
./heapsort;300000;0.0871276
./heapsort;400000;0.119746
./heapsort;500000;0.152613
./quicksort;100000;0.00995448
./quicksort;200000;0.0194183
./quicksort;300000;0.0309371
./quicksort;400000;0.0402918
./quicksort;500000;0.0495732
./insertionsort;100000;21.1138
./insertionsort;200000;84.2469
./insertionsort;300000;189.479
./insertionsort;400000;336.983
./insertionsort;500000;526.128
./sort;100000;0.0103846
./sort;200000;0.0216663
./sort;300000;0.0344299
./sort;400000;0.0454307
./sort;500000;0.0563391
./timsort;100000;0.0184342
./timsort;200000;0.0398625
./timsort;300000;0.0595872
./timsort;400000;0.0805204
./timsort;500000;0.097877
./mergesort;100000;0.0314905
./mergesort;200000;0.0645292
./mergesort;300000;0.0980755
./mergesort;400000;0.13121
./mergesort;500000;0.167505
./heapsort;100000;0.0268865
./heapsort;200000;0.0682875
./heapsort;300000;0.0874073
./heapsort;400000;0.118088
./heapsort;500000;0.153798
./quicksort;100000;0.00971695
./quicksort;200000;0.019467
./quicksort;300000;0.0295071
./quicksort;400000;0.0399166
./quicksort;500000;0.0500253
./insertionsort;100000;21.0651
./insertionsort;200000;84.3172
./insertionsort;300000;189.023
./insertionsort;400000;335.858
./insertionsort;500000;523.793
./sort;100000;0.0100623
./sort;200000;0.0212818
./sort;300000;0.0339754
./sort;400000;0.0461846
./sort;500000;0.0561248
./timsort;100000;0.0184892
./timsort;200000;0.0366567
./timsort;300000;0.0589547
./timsort;400000;0.0807718
./timsort;500000;0.101141
./mergesort;100000;0.0318465
./mergesort;200000;0.0641999
./mergesort;300000;0.0976205
./mergesort;400000;0.130516
./mergesort;500000;0.165856
./heapsort;100000;0.0326595
./heapsort;200000;0.0562987
./heapsort;300000;0.089415
./heapsort;400000;0.118076
./heapsort;500000;0.149965
./quicksort;100000;0.00989071
./quicksort;200000;0.0194612
./quicksort;300000;0.029486
./quicksort;400000;0.0397979
./quicksort;500000;0.0494875
./insertionsort;100000;21.1313
./insertionsort;200000;83.4937
./insertionsort;300000;189.496
./insertionsort;400000;336.404
./insertionsort;500000;526.241
./sort;100000;0.0103573
./sort;200000;0.0213591
./sort;300000;0.0340763
./sort;400000;0.0457043
./sort;500000;0.0564833
./timsort;100000;0.0183452
./timsort;200000;0.0388198
./timsort;300000;0.061262
./timsort;400000;0.0802334
./timsort;500000;0.100735
./mergesort;100000;0.03185
./mergesort;200000;0.0640896
./mergesort;300000;0.101119
./mergesort;400000;0.130557
./mergesort;500000;0.166354
./heapsort;100000;0.0260951
./heapsort;200000;0.0561665
./heapsort;300000;0.0862662
./heapsort;400000;0.116569
./heapsort;500000;0.149062
./quicksort;100000;0.0101112
./quicksort;200000;0.0193793
./quicksort;300000;0.0297572
./quicksort;400000;0.0405633
./quicksort;500000;0.0497211
./insertionsort;100000;21.1843
./insertionsort;200000;84.1747
./insertionsort;300000;190.056
./insertionsort;400000;335.81
./insertionsort;500000;526.117
./sort;100000;0.0101676
./sort;200000;0.0216629
./sort;300000;0.0339479
./sort;400000;0.0450441
./sort;500000;0.0560894
./timsort;100000;0.0186288
./timsort;200000;0.039829
./timsort;300000;0.0652489
./timsort;400000;0.0792334
./timsort;500000;0.101229
./mergesort;100000;0.0314164
./mergesort;200000;0.0637188
./mergesort;300000;0.0977471
./mergesort;400000;0.130155
./mergesort;500000;0.165699
./heapsort;100000;0.0280196
./heapsort;200000;0.0682062
./heapsort;300000;0.106349
./heapsort;400000;0.118359
./heapsort;500000;0.152823
./quicksort;100000;0.0100219
./quicksort;200000;0.019163
./quicksort;300000;0.0300561
./quicksort;400000;0.0400514
./quicksort;500000;0.0493393
./insertionsort;100000;20.9715
./insertionsort;200000;83.7426
./insertionsort;300000;189.125
./insertionsort;400000;335.431
./insertionsort;500000;525.773
./sort;100000;0.0102497
./sort;200000;0.0217355
./sort;300000;0.0337821
./sort;400000;0.0449189
./sort;500000;0.0557971
./timsort;100000;0.0174345
./timsort;200000;0.0378267
./timsort;300000;0.0580436
./timsort;400000;0.0818736
./timsort;500000;0.0984395
./mergesort;100000;0.0327336
./mergesort;200000;0.0653131
./mergesort;300000;0.0976593
./mergesort;400000;0.130299
./mergesort;500000;0.165599
./heapsort;100000;0.0321499
./heapsort;200000;0.0555327
./heapsort;300000;0.0878229
./heapsort;400000;0.139643
./heapsort;500000;0.149388
./quicksort;100000;0.00972343
